gvkey,datadate,conm,tic,cusip,dldte,dlrsn
177650,2010/1/4,AUTHENTEC INC,AUTH.1,52660107,2012/10/5,1
14150,2010/1/4,IMAGE ENTERTAINMENT INC,DISK,452439201,2012/10/4,1
151200,2010/1/4,LIFEBANK CORP,LBK.,53219C109,2012/10/4,1
176070,2010/1/4,VENOCO INC,VQ,92275P307,2012/10/4,1
25921,2010/1/4,RAILAMERICA INC,RA.3,750753402,2012/10/2,1
106251,2010/1/4,ANDEAN AMERICAN GOLD CORP,AAG.1,03349T100,2012/10/2,1
108306,2010/1/4,SOUTHERN CMNTY FINL CORP,SCMF,842632101,2012/10/2,1
121493,2010/1/4,ARIBA INC,ARBA,04033V203,2012/10/2,1
3594,2010/1/4,CREDO PETROLEUM CORP,CRED.1,225439207,2012/10/1,1
15822,2010/1/4,NEW HORIZONS WORLDWIDE INC,NWRZ,645526112,2012/10/1,1
109366,2010/1/4,CITIZENS SOUTH BANKING CORP,CSBC,176682102,2012/10/1,1
122921,2010/1/4,QUEST SOFTWARE INC,QSFT,74834T103,2012/10/1,1
30277,2010/1/4,COLE KENNETH PROD INC  -CL A,KCP,193294105,2012/9/26,1
65133,2010/1/4,CAPITAL BANK CORP/NC,CBKN,139793103,2012/9/25,1
176292,2010/1/4,PARAGON MINERALS CORP,PGR.,69913A108,2012/9/25,1
25789,2010/1/4,INTEGRAMED AMERICA INC,INMD.1,45810N302,2012/9/21,1
64930,2010/1/4,TIB FINANCIAL CORP,TIBB,872449202,2012/9/21,1
112007,2010/1/4,GREEN BANKSHARES INC,GRNB.1,394361208,2012/9/21,1
117903,2010/1/4,EDELMAN FINANCIAL GROUP INC,EF,27943Q105,2012/9/21,1
137641,2010/1/4,NETWORK ENGINES INC,NEI,64121A107,2012/9/20,1
139801,2010/1/4,DYNETEK INDUSTRIES LTD,DNK.1,268170107,2012/9/20,1
151282,2010/1/4,TMX GROUP INC,X.2,87261X108,2012/9/19,1
166222,2010/1/4,20-20 TECHNOLOGIES INC,TWT.,9.01E+110,2012/9/18,1
178086,2010/1/4,CONTINENTAL NICKEL LTD,CNI.,211793203,2012/9/18,1
16974,2010/1/4,INDIANA COMMUNITY BANCORP,INCB,454674102,2012/9/17,1
63673,2010/1/4,COMPTON PETROLEUM CORP,CMZPF,204940308,2012/9/14,1
174071,2010/1/4,CIC ENERGY CORP,ELC.2,G2136R106,2012/9/12,1
133424,2010/1/4,ALLOS THERAPEUTICS INC,ALTH,19777101,2012/9/6,1
64364,2010/1/4,GENERAL BEARING CORP,GNRL,369147103,2012/9/5,1
31751,2010/1/4,CONMED HEALTHCARE MGMT INC,CONM,20741M103,2012/8/30,1
15283,2010/1/4,EPOLIN INC,EPLN,294276100,2012/8/28,1
13011,2010/1/4,NETWORK EQUIPMENT TECH INC,NWK,641208103,2012/8/27,1
15462,2010/1/4,INVESCO MUNI INCOME OPP II,OIB,46133A100,2012/8/27,1
21425,2010/1/4,INVESCO MUNI INCOME OPP III,OIC.1,46133C106,2012/8/27,1
27852,2010/1/4,INVESCO CALIF MUNI INCM TR,IIC,46130L109,2012/8/27,1
28890,2010/1/4,INVESCO CALIF QUALITY MUNI,IQC,46130M107,2012/8/27,1
28891,2010/1/4,INVESCO NY QUALITY MUNI SECS,IQN,46133F109,2012/8/27,1
29279,2010/1/4,INVESCO HIGH YIELD INVEST FD,MSY,46133K108,2012/8/27,1
29743,2010/1/4,INVESCO CALIF MUNI SECS,ICS,46130W105,2012/8/27,1
177790,2010/1/4,MLP & STRATEGIC EQUITY FUND,MTP.2,55312N106,2012/8/27,1
184511,2010/3/18,EXTORRE GOLD MINES LTD,XG.,30227B109,2012/8/27,1
178993,2010/1/4,BULLION MONARCH MINING INC,BULM,12024P101,2012/8/23,1
2163,2010/1/4,BENIHANA INC,BNHN,82047101,2012/8/22,1
165674,2010/1/4,OPEN RANGE ENERGY CORP,ONR.,68372K102,2012/8/20,1
30016,2010/1/4,LACROSSE FOOTWEAR INC,BOOT.1,505688101,2012/8/17,1
120816,2010/1/4,EDGAR ONLINE INC,EDGR,279765101,2012/8/15,1
179500,2010/1/4,RX GOLD & SILVER INC,RXEXF,74979B107,2012/8/15,1
25062,2010/1/4,LINCARE HOLDINGS INC,LNCR,532791100,2012/8/14,1
183304,2010/1/4,GAZIT AMERICA INC,GAA.,36829N102,2012/8/14,1
14417,2010/1/4,MICRONETICS INC,NOIZ,595125105,2012/8/9,1
24843,2010/1/4,AMYLIN PHARMACEUTICALS INC,AMLN,32346108,2012/8/9,1
9999,2010/1/4,STANDARD MICROSYSTEMS CORP,SMSC,853626109,2012/8/6,1
29264,2010/1/4,TALBOTS INC,TLB,874161102,2012/8/6,1
29312,2010/1/4,HUMAN GENOME SCIENCES INC,HGSI,444903108,2012/8/6,1
61398,2010/1/4,LECROY CORP,LCRY,52324W109,2012/8/6,1
142064,2010/1/4,NUVEEN MD DIVID ADV MUN FD,NFM,67069R107,2012/8/6,1
142069,2010/1/4,NUVEEN VA DIV ADV MUNI FD,NGB,67069M108,2012/8/6,1
145412,2010/1/4,NUVEEN MD DIV ADV MUNI FD 2,NZR,67070V105,2012/8/6,1
146082,2010/1/4,NUVEEN VA DIV ADV MUNI FD 2,NNB,67071C106,2012/8/6,1
150724,2010/1/4,NUVEEN MD DIV ADV MUN FD 3,NWI,67072A109,2012/8/6,1
64132,2010/1/4,WORLD HEART CORP,WHRT,980905400,2012/8/3,1
149782,2010/1/4,FIBREK INC,FBK.,31572V203,2012/8/3,1
271710,2010/1/4,TAM SA,TAM.2,87484D103,2012/8/3,1
14186,2010/1/4,GEN-PROBE INC,GPRO.2,36866T103,2012/8/2,1
21595,2010/1/4,VIST FINANCIAL CORP,VIST.1,918255100,2012/8/2,1
10286,2010/1/4,TII NETWORK TECHNOLOGIES INC,TIII,872479209,2012/8/1,1
12091,2010/1/4,MEDTOX SCIENTIFIC INC,MTOX,584977201,2012/8/1,1
147088,2010/1/4,PREMIER COMMERCIAL BANCRP/CA,PCBP,74047N109,2012/8/1,1
165712,2010/1/4,MIRANDA TECHNOLOGIES INC,MT.2,60467Y105,2012/8/1,1
177206,2010/1/4,GEORESOURCES INC,GEOI,372476101,2012/8/1,1
178933,2010/1/4,AMERICAN PERSPECTIVE BANK/CA,3APBA,28853109,2012/8/1,1
133964,2010/1/4,CRYPTOLOGIC LTD,CRYP.2,G3159C109,2012/7/31,1
183265,2010/1/4,PETROMAGDALENA ENERGY CORP,PMD.1,71672C101,2012/7/31,1
5229,2010/1/4,GOODRICH CORP,GR,382388106,2012/7/27,1
182791,2010/1/4,HUGHES TELEMATICS INC,3HUTC,444486104,2012/7/26,1
29248,2010/1/4,CE FRANKLIN LTD,CFK,125151100,2012/7/25,1
157117,2010/1/4,GOLFSMITH INTL HOLDINGS INC,GOLF.1,38168Y103,2012/7/25,1
163107,2010/1/4,CANROCK ENERGY INC,CNK.,138068101,2012/7/25,1
176558,2010/1/4,OPNEXT INC,OPXT,68375V105,2012/7/25,1
63462,2010/1/4,SRS LABS INC,SRSL,78464M106,2012/7/23,1
140246,2010/1/4,URSA MAJOR MINERALS INC,UMJ.,91728F106,2012/7/19,1
106807,2010/1/4,HEARTLAND BANCSHARES INC/IN,3HRTB,42234A107,2012/7/18,1
148476,2010/1/4,KNOLOGY INC,KNOL,499183804,2012/7/18,1
63291,2010/1/4,SRI/SURGICAL EXPRESS INC,STRC.1,78464W104,2012/7/17,1
122900,2010/1/4,HSE INTEGRATED LTD,HSL.1,404290108,2012/7/17,1
107483,2010/1/4,MOUNTAIN LAKE RESOURCES INC,MOA.,62419J103,2012/7/16,1
12378,2010/1/4,CHAUS (BERNARD) INC,3CHBD,162510200,2012/7/11,1
166255,2010/1/4,PITCHSTONE EXPLORATIONS LTD,PXP.,724365101,2012/7/10,1
28301,2010/1/4,NUVEEN GA PREM INCOME MUN FD,NPG,67060F102,2012/7/9,1
106584,2010/1/4,SILVERMEX RESOURCES INC,SLX.,828426106,2012/7/9,1
142092,2010/1/4,NUVEEN NC DIV ADV MUN FUND,NRB,67069N106,2012/7/9,1
142093,2010/1/4,NUVEEN CT DIVID ADV MUN FD,NFC.1,67069T103,2012/7/9,1
145411,2010/1/4,NUVEEN GA DIV ADV MUNI FD,NZX,67070T100,2012/7/9,1
146083,2010/1/4,NUVEEN NC DIV ADV MUN FD 2,NNO,67071D104,2012/7/9,1
147835,2010/1/4,NUVEEN CT DIVID ADV MUN FD 2,NGK,67071R103,2012/7/9,1
150723,2010/1/4,NUVEEN CT DIV ADV MUN FD 3,NGO,67071Y108,2012/7/9,1
150726,2010/1/4,NUVEEN NC DIV ADV MUN FD 3,NII,67072D103,2012/7/9,1
176108,2010/1/4,HAMPSHIRE FIRST BANK/NH,3HFBN,408853109,2012/7/9,1
21902,2010/1/4,VAALDIAM MINING INC,VAA.,918471103,2012/7/6,1
141339,2010/1/4,BANKS.COM INC,BNNX,66470105,2012/7/6,1
12507,2010/1/4,LITHIUM ONE INC,LI.2,536806102,2012/7/5,1
64341,2010/1/4,ERESEARCHTECHNOLOGY INC,ERT,29481V108,2012/7/5,1
152228,2010/1/4,SECURITY BUSINESS BANCORP,3SBBC,814124103,2012/7/5,1
9242,2010/1/4,SUREWEST COMMUNICATIONS,SURW,868733106,2012/7/3,1
30540,2010/1/4,RF MONOLITHICS INC,RFMI,74955F106,2012/7/3,1
31381,2010/1/4,EASYLINK SERVICES INTL CORP,ESIC,277858106,2012/7/3,1
65350,2010/1/4,SOLUTIA INC,SOA,834376501,2012/7/3,1
116503,2010/1/4,P F CHANGS CHINA BISTRO INC,PFCB,69333Y108,2012/7/3,1
127439,2010/1/4,CATALYST HEALTH SOLUTIONS,CHSI,14888B103,2012/7/3,1
177944,2010/1/4,ENCORE BANCSHARES INC,EBTX,29255V201,2012/7/3,1
184872,2010/5/14,TRANSGLOBE APARTMENT REIT,TGA.UN,89367A107,2012/7/3,1
62590,2010/1/4,COST PLUS INC,CPWM,221485105,2012/7/2,1
62829,2010/1/4,AMERICAN WAGERING INC,3BETM,30405104,2012/7/2,1
65706,2010/1/4,ABOVENET INC,ABVT,00374N107,2012/7/2,1
162865,2010/1/4,BEACH BUSINESS BK MANHATTAN,3BBBC,07332U107,2012/7/2,1
2870,2010/1/4,CENTRAL VERMONT PUB SERV,CV.1,155771108,2012/6/28,1
30646,2010/1/4,NORTH CENTRAL BANCSHARES INC,FFFD,658418108,2012/6/25,1
61703,2010/1/4,KENSEY NASH CORP,KNSY,490057106,2012/6/25,1
140250,2010/1/4,TRELAWNEY MINING AND EXP INC,TRR.,89472X109,2012/6/25,1
14503,2010/1/4,IMPERIAL SUGAR CO,IPSU,453096208,2012/6/22,1
24491,2010/1/4,GTSI CORP,GTSI,36238K103,2012/6/22,1
133328,2010/1/4,ARDEA BIOSCIENCES INC,RDEA,03969P107,2012/6/20,1
2938,2010/1/4,CHARMING SHOPPES INC,CHRS.1,161133103,2012/6/15,1
26511,2010/1/4,NEO MATERIAL TECHNOLOGIES,NEM.1,64045Y108,2012/6/14,1
13505,2010/1/4,DREAMS INC,DRJ,261983209,2012/6/7,1
138662,2010/1/4,ISTA PHARMACEUTICALS INC,ISTA,45031X204,2012/6/7,1
107505,2010/1/4,NAL ENERGY CORP,NAE.,6.29E+105,2012/6/6,1
132758,2010/1/4,RADVISION LTD,RVSN.1,M81869105,2012/6/6,1
14623,2010/1/4,NOVELLUS SYSTEMS INC,NVLS.1,670008101,2012/6/5,1
111079,2010/1/4,SAGIENT RESEARCH SYSTEMS INC,SRYS,786699108,2012/6/4,1
112473,2010/1/4,ADAMS GOLF INC,ADGF,6228209,2012/6/1,1
133945,2010/1/4,DDI CORP,DDIC,233162502,2012/6/1,1
140043,2010/1/4,COMMERCEFIRST BANCORP INC,CMFB,200845105,2012/6/1,1
141256,2010/1/4,ACCESS PLANS INC,3APNC,00434J104,2012/6/1,1
161066,2010/1/4,FELDMAN MALL PPTYS INC -OLD,FMLP.1,31499Z931,2012/6/1,1
106650,2010/1/4,GOLDBROOK VENTURES INC,GBK.,38076R109,2012/5/29,1
4242,2010/1/4,EL PASO CORP,EP.1,28336L109,2012/5/25,1
162284,2010/1/4,PURE BIOFUELS CORP,PBOF,74621R104,2012/5/23,1
10215,2010/1/4,SWANK INC,SNKI,869716308,2012/5/18,1
146153,2010/1/4,FLINT ENERGY SERVICES LTD,FES.,339457103,2012/5/18,1
181901,2010/1/4,PACHAMAMA RESOURCES LTD,PMA.2,69374F109,2012/5/18,1
183554,2010/1/4,ARCHIPELAGO LEARNING INC,ARCL,03956P102,2012/5/18,1
10540,2010/1/4,THOMAS & BETTS CORP,TNB,884315102,2012/5/17,1
62268,2010/1/4,FLANDERS CORP,FLDR.1,338494107,2012/5/17,1
12189,2010/1/4,X-RITE INC,XRIT,983857103,2012/5/16,1
21061,2010/1/4,DELPHI FINANCIAL GROUP INC,DFG,247131105,2012/5/16,1
176289,2010/1/4,COMVERGE INC,COMV,205859101,2012/5/16,1
176975,2010/1/4,AEROQUEST INTL LTD,AQL.,7867104,2012/5/16,1
22829,2010/1/4,O'CHARLEY'S INC,CHUX,670823103,2012/5/10,1
177008,2010/1/4,CORONADO CORP  -OLD,CRAO.1,21999X924,2012/5/8,1
184219,2010/4/29,CONVIO INC,CNVO,21257W105,2012/5/8,1
25943,2010/1/4,NUVEEN INSD CALIF PREM INCM,NPC,67061X102,2012/5/7,1
27955,2010/1/4,NUVEEN INSD CA PREM INCM MUN,NCL.3,67061U108,2012/5/7,1
147832,2010/1/4,NUVEEN INSD CA DIVID ADV MUN,NKL,67071M104,2012/5/7,1
161056,2010/1/4,GREAT WOLF RESORTS INC,WOLF.1,391523107,2012/5/7,1
107921,2010/1/4,PROBE RESOURCES LTD,PBR.H,74266T100,2012/5/4,1
176130,2010/1/4,RELIABLE ENERGY LTD,REL.3,75942N102,2012/5/4,1
16955,2010/1/4,HARLEYSVILLE GROUP INC,HGIC,412824104,2012/5/2,1
66438,2010/1/4,MIDAS INC,MDS,595626102,2012/5/1,1
166623,2010/1/4,LOOPNET INC,LOOP.1,543524300,2012/5/1,1
177224,2010/1/4,RSC HOLDINGS INC,RRR.2,74972L102,2012/5/1,1
25579,2010/1/4,ZOLL MEDICAL CORP,ZOLL,989922109,2012/4/30,1
20202,2010/1/4,TRANSCEND SERVICES INC,TRCR,893929208,2012/4/27,1
175618,2010/1/4,MIDWAY ENERGY LTD,MEL.,598147106,2012/4/27,1
111542,2010/1/4,PEOPLES BANCORP INC/SC,3PBCE,709792105,2012/4/26,1
161067,2010/1/4,ADVANCE AMER CASH ADVANCE CT,AEA,00739W107,2012/4/24,1
183706,2010/1/4,CHINA REAL ESTATE INFO  -ADR,CRIC,16948Q103,2012/4/24,1
145416,2010/1/4,SERACARE LIFE SCIENCES INC,SRLS,81747T104,2012/4/23,1
156998,2010/1/4,CONNECTICUT BANK&TRUST CO/NE,CTBC,207546102,2012/4/23,1
184889,2010/5/17,SOUTHERN ANDES ENERGY INC,SUR.2,842199101,2012/4/23,1
128621,2010/1/4,NOVUS GOLD CORP,NOV.1,67010Y102,2012/4/20,1
13163,2010/1/4,PARLUX FRAGRANCES INC,PARL,701645103,2012/4/19,1
166706,2010/1/4,CHINA GRENTECH CORP LTD -ADR,GRRF,16938P107,2012/4/18,1
177733,2010/1/4,RUGGEDCOM INC,RCM.,78131P201,2012/4/16,1
2328,2010/1/4,NSTAR,NST,6.70E+111,2012/4/10,1
106519,2010/1/4,PROVIDENT ENERGY LTD,PVX,74386V100,2012/4/9,1
165244,2010/1/4,TALEO CORP,TLEO,87424N104,2012/4/9,1
222642,2010/1/4,TELE NORTE LESTE PARTICIPACO,TNE,879246106,2012/4/9,1
64779,2010/1/4,MINEFINDERS CORP LTD,MFN,602900102,2012/4/5,1
296873,2010/1/4,LAKESIDE STEEL INC,LS.1,51218Q103,2012/4/4,1
7186,2010/1/4,MEDCO HEALTH SOLUTIONS INC,MHS,58405U102,2012/4/3,1
164663,2010/1/4,COGDELL SPENCER INC,CSA.3,19238U107,2012/4/3,1
175225,2010/1/4,CUE RESOURCES LTD,CUE.,229793104,2012/4/3,1
149659,2010/1/4,HELIOS STRATEGIC MTG INCM FD,HSM,42327M109,2012/4/2,1
62802,2010/1/4,WESTERN LIME & CEMENT CO,WLIC,958545105,2012/3/30,1
66728,2010/1/4,SONOSITE INC,SONO.1,83568G104,2012/3/30,1
165394,2010/1/4,ATS CORP -OLD,ATSC,2.11E+106,2012/3/30,1
145229,2010/1/4,CITADEL SMART FUND,CRT.UN.1,17288P101,2012/3/28,1
9867,2010/1/4,SOUTHERN UNION CO,SUG,844030106,2012/3/27,1
61689,2010/1/4,AML COMMUNICATIONS INC,AMLJ,1733104,2012/3/26,1
264388,2010/1/4,WCA WASTE CORP,WCAA,92926K103,2012/3/26,1
12992,2010/1/4,BALDWIN TECHNOLOGY CO  -CL A,BLD.2,58264102,2012/3/21,1
63895,2010/1/4,BITSTREAM INC  -CL A,BITS.1,91736108,2012/3/20,1
160534,2010/1/4,ANVIL MINING LTD,AVM.1,03734N106,2012/3/20,1
158501,2010/1/4,WILD STREAM EXPLORATION INC,WSX.,96809T107,2012/3/16,1
165878,2010/1/4,FUTUREMED HEALTHCARE PROD CP,FMD.,36117B109,2012/3/14,1
11535,2010/1/4,WINN-DIXIE STORES INC,WINN.1,974280307,2012/3/12,1
174160,2010/1/4,MICROMET INC,MITI.,59509C105,2012/3/8,1
160410,2010/1/4,GRANDE CACHE COAL CORP,GACHF,38655X105,2012/3/7,1
23006,2010/1/4,TRANSATLANTIC HOLDINGS INC,TRH,893521104,2012/3/6,1
164294,2010/1/4,WHITEROCK REAL ESTATE INV TR,WRK.UN,965531700,2012/3/6,1
184921,2010/5/25,CANMARC REIT,CMQ.UN,137641205,2012/3/6,1
62388,2010/1/4,VERTRO INC,VTRO.1,92535G204,2012/3/2,1
122095,2010/1/4,TITAN URANIUM INC,TUE.,88832T105,2012/3/2,1
160817,2010/1/4,NEVGOLD RESOURCE CORP,NDG.,641538103,2012/3/2,1
136807,2010/1/4,EUROPEAN GOLDFIELDS LTD,EGU.1,298774100,2012/3/1,1
181975,2010/1/4,HERALD NATIONAL BANK,HNB,42703Q104,2012/3/1,1
157853,2010/1/4,BLACKROCK EQUITY DIVIDEND TR,BDV,09250N107,2012/2/27,1
264684,2010/1/4,BLACKROCK STRATEGIC EQTY DIV,BDT,09249Y107,2012/2/27,1
20451,2010/1/4,MIDDLEFIELD BANCORP LTD,MBN.1,595922105,2012/2/23,1
143668,2010/1/4,MAGMA DESIGN AUTOMATION INC,LAVA,559181102,2012/2/23,1
178868,2010/1/4,SUCCESSFACTORS INC,SFSF,864596101,2012/2/23,1
19658,2010/1/4,TOWER BANCORP INC,TOBC,891709107,2012/2/21,1
160232,2010/1/4,NETLOGIC MICROSYSTEMS INC,NETL.1,64118B100,2012/2/21,1
126615,2010/1/4,BLUE COAT SYSTEMS INC,BCSI,09534T508,2012/2/16,1
13013,2010/1/4,SYNOVIS LIFE TECH INC,SYNO,87162G105,2012/2/15,1
178113,2010/1/4,DEMANDTEC INC,DMAN.1,24802R506,2012/2/15,1
266320,2010/1/4,SHANDA INTERACTIVE-ADR,SNDA.,81941Q203,2012/2/15,1
187096,2010/6/1,COMPASS PETROLEUM LTD,CPO.1,20451H104,2012/2/15,1
121053,2010/1/4,S1 CORP,SONE,78463B101,2012/2/14,1
264270,2010/1/4,INHIBITEX INC,INHX,45719T103,2012/2/14,1
10426,2010/1/4,TEMPLE-INLAND INC,TIN,879868107,2012/2/13,1
106708,2010/1/4,GRAYD RESOURCE CORP,GYD.,388902108,2012/2/10,1
109580,2010/1/4,AMERICAN DENTAL PARTNERS INC,ADPI,25353103,2012/2/10,1
19387,2010/1/4,LAGUNA RESOURCES NL,LRCZY,507224202,2012/2/8,1
164543,2010/1/4,COMPLETE PRODUCTION SERVICES,CPX,2.05E+113,2012/2/8,1
25334,2010/1/4,MORTONS RESTAURANT GROUP INC,MRT.3,619430101,2012/2/2,1
166169,2010/1/4,ST EUGENE MINING CORP,SEM.,789319100,2012/2/2,1
9812,2010/1/4,SONESTA INTL HOTELS  -CL A,SNSTA,835438409,2012/2/1,1
62768,2010/1/4,PINNACLE DATA SYSTEMS INC,PNS,723454104,2012/1/31,1
165855,2010/1/4,HEALTHSPRING INC,HS.2,42224N101,2012/1/31,1
12212,2010/1/4,TEKELEC,TKLC,879101103,2012/1/30,1
61447,2010/1/4,MAGNOTTA WINERY CORP,MGN.,559900105,2012/1/27,1
160415,2010/1/4,RIGHTNOW TECHNOLOGIES INC,RNOW,76657R106,2012/1/27,1
19152,2010/1/4,PENNICHUCK CORP,PNNW,708254206,2012/1/26,1
7106,2010/1/4,VALPEY-FISHER CORP,VPF,920344108,2012/1/25,1
8388,2010/1/4,PPT VISION INC,PPTV,693519209,2012/1/25,1
146542,2010/1/4,NIBLACK MINERAL DEV INC,NIB.,65365X109,2012/1/24,1
157878,2010/1/4,RMR REAL ESTATE INCM FD -OLD,RIF.3,74964K609,2012/1/23,1
13328,2010/1/4,C&D TECHNOLOGIES INC,CHHP.1,124661208,2012/1/19,1
141005,2010/1/4,SUPERCLICK INC,3SPCK,86804U100,2012/1/19,1
174507,2010/1/4,PHARMASSET INC,VRUS.1,71715N106,2012/1/18,1
21427,2010/1/4,CRAFTMADE INTERNATIONAL INC,CRFT,2.24E+108,2012/1/17,1
62922,2010/1/4,99 CENTS ONLY STORES,NDN,65440K106,2012/1/17,1
164420,2010/1/4,SUNAMERICA FOCUSD ALPHA GWTH,FGF.,867037103,2012/1/17,1
184211,2010/1/27,EMERGE OIL & GAS INC,EME.1,29101X104,2012/1/17,1
63480,2010/1/4,INNOSUISSE CORP,INSE.1,45773F304,2012/1/13,1
116589,2010/1/4,HATHOR EXPLORATION LTD,HAT.1,419018106,2012/1/13,1
149628,2010/1/4,PRIME RESTAURANTS,EAT.,74164J105,2012/1/11,1
163679,2010/1/4,ADVANCED ANALOGIC TECH,AATI,00752J108,2012/1/11,1
13922,2010/1/4,NATURAL RESOURCES USA CORP,NTRC,639012103,2012/1/10,1
178947,2010/1/4,DISTINCTION GROUP INC,GD.,254742109,2012/1/10,1
162576,2010/1/4,BROOKLYN FEDERAL BANCORP,BFSB,114039100,2012/1/9,1
160338,2010/1/4,MCCORMICK & SCHMICKS SEAFOOD,MSSR,579793100,2012/1/4,1
16985,2010/1/4,PARKVALE FINANCIAL CORP,PVSA,701492100,2012/1/3,1
19508,2010/1/4,STATE BANCORP/NY,STBC,855716106,2012/1/3,1
63479,2010/1/4,BANCORP RHODE ISLAND INC,BARI,59690107,2012/1/3,1
65045,2010/1/4,INX INC,INXI,46185W109,2012/1/3,1
174157,2010/1/4,FOX RESOURCES LTD,FAX.,351535109,2011/12/31,1
106502,2010/1/4,DAYLIGHT ENERGY LTD,DAYYF,239590201,2011/12/30,1
29407,2010/1/4,MOSAID TECHNOLOGIES INC,MSD.1,61945Q102,2011/12/29,1
15015,2010/1/4,PACIFIC NORTHERN GAS LTD,PNG.PA,694661208,2011/12/28,1
108310,2010/1/4,SILVER QUEST RESOURCES LTD,SQI.,82808P106,2011/12/28,1
1523,2010/1/4,AMERICAN MEDICAL ALERT CORP,AMAC,27904101,2011/12/23,1
60887,2010/1/4,M & F WORLDWIDE CORP,MFW,552541104,2011/12/22,1
184538,2010/1/4,GEO MINERALS LTD,GM.,36160A107,2011/12/22,1
178592,2010/1/4,AMERICAN EAGLE ENERGY INC,3AMZG.,2.55E+306,2011/12/20,1
135004,2010/1/4,ORCHID CELLMARK INC,ORCH,68573C107,2011/12/19,1
175418,2010/1/4,PALKO ENVIRONMENTAL LTD,PLK.,696425107,2011/12/15,1
177576,2010/1/4,INTERCLICK INC,ICLK.1,458483203,2011/12/15,1
112814,2010/1/4,AFEXA LIFE SCIENCES INC,FXA.,00106W102,2011/12/14,1
133724,2010/1/4,ADOLOR CORP,ADLR,00724X102,2011/12/13,1
7904,2010/1/4,NICOR INC,GAS.2,654086107,2011/12/12,1
176341,2010/1/4,MARQUEE PETROLEUM LTD,MQE.,57144B102,2011/12/9,1
61871,2010/1/4,PHARMACEUTICAL PROD DEV INC,PPDI,717124101,2011/12/6,1
105328,2010/1/4,ALPETRO RESOURCES LTD,ALF.,20921102,2011/12/6,1
27816,2010/1/4,GLOBAL INDUSTRIES LTD,GLBL.1,379336100,2011/12/2,1
161797,2010/1/4,NALCO HOLDING CO,NLC,62985Q101,2011/12/2,1
63166,2010/1/4,CENTER FINANCIAL CORP/CA,CLFC,1.51E+106,2011/12/1,1
108553,2010/1/4,TRADE WINDS VENTURES INC,TWD.1,89254X103,2011/12/1,1
176833,2010/1/4,PAETEC HOLDING CORP,PAET,695459107,2011/12/1,1
178319,2010/1/4,ENCORE ENERGY PARTNERS LP,ENP,29257A106,2011/12/1,1
182307,2010/1/4,PENN MILLERS HOLDING CORP,PMIC,707561106,2011/12/1,1
160191,2010/1/4,OPTI CANADA INC,OPC.,68383K109,2011/11/30,1
13409,2010/1/4,SOUTHWALL TECHNOLOGIES,SWTX.1,844909200,2011/11/29,1
157414,2010/1/4,ANADYS PHARMACEUTICALS INC,ANDS,03252Q408,2011/11/25,1
253351,2010/1/4,EASTERN STAR GAS,ESGLY,277052106,2011/11/25,1
178541,2010/1/4,SINOBIOPHARMA INC,SNBP.,82935Y103,2011/11/23,1
176863,2010/1/4,BIGBAND NETWORKS INC,BBND,89750509,2011/11/22,1
65569,2010/1/4,A.C. MOORE ARTS & CRAFTS INC,ACMR.1,00086T103,2011/11/21,1
115228,2010/1/4,ENVIRONMENTAL CREDITS LTD,3EVCL,29407P102,2011/11/21,1
63817,2010/1/4,SANTA LUCIA BANCORP/CA,3SLBA,802235101,2011/11/16,1
119217,2010/1/4,VARIAN SEMICONDUCTOR EQUIPMT,VSEA,922207105,2011/11/11,1
183771,2010/1/4,REALM ENERGY INTL CORP,RLM.,75605X108,2011/11/11,1
66729,2010/1/4,CAPITAL POWER INCOME LP,CPA.UN,14042N100,2011/11/10,1
127455,2010/1/4,CALIPER LIFE SCIENCES INC,CALP,130872104,2011/11/8,1
162384,2010/1/4,CHINA FIRE & SECURTY GRP INC,CFSG,16938R103,2011/11/7,1
166142,2010/1/4,CLARK HOLDINGS INC,GLAU,18145M208,2011/11/7,1
177259,2010/1/4,OCEANFREIGHT INC,OCNF,Y64202123,2011/11/4,1
24792,2010/1/4,ACCESS TO MONEY INC,3AEMI,00434A103,2011/11/2,1
156859,2010/1/4,HARBIN ELECTRIC INC,HRBN,41145W109,2011/11/2,1
175903,2010/1/4,EMDEON INC,EM.3,29084T104,2011/11/2,1
61885,2010/1/4,COMMUNITY CAPITAL CORP,CPBK,20363C102,2011/11/1,1
66690,2010/1/4,ILINC COMMUNICATIONS INC,ILNC,451724108,2011/11/1,1
7469,2010/1/4,ZARLINK SEMICONDUCTOR INC,3ZARLF,989139100,2011/10/31,1
180232,2010/1/4,AUGEN GOLD CORP,GLD.1,05104R104,2011/10/31,1
7984,2010/1/4,NORTHGATE MINERALS CORP,NXG.1,666416102,2011/10/28,1
106929,2010/1/4,INCA PACIFIC RESOURCES INC,IPR.,45324A200,2011/10/28,1
266316,2010/1/4,ICAGEN INC,ICGN,45104P500,2011/10/28,1
16679,2010/1/4,BANK OF GRANITE CORP,GRAN.1,62401104,2011/10/24,1
29778,2010/1/4,DELAWARE INVST GLOBL DIV INC,DGF,245916101,2011/10/24,1
108178,2010/1/4,CENTURY MINING CORP,CMM.2,15662P101,2011/10/24,1
25972,2010/1/4,ALLIED HEALTHCARE INTL INC,AHCI,01923A109,2011/10/21,1
117862,2010/1/4,ARCH CHEMICALS INC,ARJ,03937R102,2011/10/21,1
